reg,hex,operator,operator_legal,category,permit_no,permit_valid_until,model,type_icao,type_manufacturer,type_name,wing,seats,seats_raw,role,source_file,source_as_on,first_seen,registered_on,msn,year_of_manufacture,owner,lessor
VT-ICD,80171B,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-10-01,12118,2024,INDICAN LEASING X1879:AD18792 DESIGNATED ACTIVITY COMPANY,INTERGLOBE AVIATION FINANCIAL SERVICES IFSC PRIVATE LIMITED
VT-ICF,80172C,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-10-30,12081,2024,SFVI AIRCRAFT HOLDINGS IRE 3 DESIGN DESIGNATED ACTIVITY COMPANY,SAME AS OWNER
VT-ICG,801741,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2025-04-30,2024-11-29,12091,2024,INDICAN LEASING 1 DESIGNATED ACTIVITY COMPANY,INTERGLOBE AVIATION FINANCIAL SERVICES IFSC PRIVATE LIMITED
VT-ICI,80172E,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2025-04-30,2024-11-08,12327,2024,INDICAN LEASING 2 DESIGNATED ACTIVITY COMPANY,INTERGLOBE AVIATION FINACIAL SERVICES IFSC PRIVATE LIMITED
VT-ICK,80173C,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2025-04-30,2024-11-22,12222,2024,INDICAN LEASING 2 DESIGNATED ACTIVITY COMPANY,INTERGLOBE AVIATION FINANCIAL SERVICES IFSC PRIVATE LIMITED
VT-ICL,801738,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2025-04-30,2024-11-21,12129,2024,INDICAN LEASING 2 DESIGNATED ACTIVITY COMPANY,INTERGLOBE AVIATION FINANCIAL SERVICES IFSC PRIVATE LIMITED
VT-ICM,80173E,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2025-04-30,2024-11-28,12191,2024,AIRCASTLE (IRELAND) DESIGNATED ACTIVITY COMPANY,INTERGLOBE AVIATION FINANCIAL SERVICES IFSC PRIVATE LIMITED
VT-ICN,801608,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-09-29,11463,2023,CAVIC 34 DESIGNATED ACTIVITY COMPANY,CAVIC 34 DESIGNATED ACTIVITY COMPANY
VT-ICO,80160F,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-11-10,11415,2023,CAVIC 34 DESIGNATED ACTIVITY COMPANY,CAVIC 34 DESIGNATED ACTIVITY COMPANY
VT-ICP,80169D,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2024-05-14,11845,2024,GAGANA AVIATION CAPITAL LIMITED,SAME AS OWNER
VT-ICQ,8016A4,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-06-06,11892,2024,SMBC AVIATION CAPITAL LIMITED,SAME AS OWNER
VT-ICR,8016A9,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-06-14,11957,2024,ORIX AVIATION SYSTEMS LIMITED,SAME AS OWNER
VT-ICS,8016B1,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-07-02,11981,2024,SMBC AVIATION CAPITAL LIMITED,SAME AS OWNER
VT-ICT,8016B7,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-07-09,11935,2024,SFVI AIRCRAFT HOLDINGS IRE 2 DESIGNATED ACTIVITY COMPANY,SAME AS OWNER
VT-ICV,8016B8,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-07-18,11958,2024,SFVI AIRCRAFT HOLDINGS IRE 1 DESIGNATED ACTIVITY COMPANY,SAME AS OWNER
VT-ICW,801736,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2025-04-30,2024-11-22,11929,2024,INDICAN LEASING 2 DESIGNATED ACTIVITY COMPANY,INTERGLOBE AVIATION FINANCIAL SERVICES IFSC PRIVATE LIMITED
VT-ICX,8016BC,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-07-23,12036,2024,SMBC AVIATION CAPITAL LIMITED,SAME AS OWNER
VT-ICY,801749,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2025-04-30,2025-01-03,12232,2024,INDICAN LEASING 4 DESIGNATED ACTIVITY COMPNAY,INTERGLOBE AVIATION FINANCIAL SERVICES IFSC PRIVATE LIMITED
VT-IFH,800756,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-232,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2026-08-31,2013-05-02,2013-01-28,,,,
VT-IFI,8007B0,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-232,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2026-08-31,2013-05-02,2013-02-01,,,"M/S UNICORN LEASING LTD. 3RD FLOOR, 19-20 CITY QUAY, DUBLIN 2, IRELAND",
VT-IFK,8007B2,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-232,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2026-08-31,2013-05-02,2013-02-21,,,M/S UNICORN LEASING LTD,
VT-IFL,8007B3,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-232,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2026-08-31,2013-05-02,2013-02-01,,,"M/S UNICORN LEASING LTD. 3RD FLOOR, 19-20 CITY QUAY, DUBLIN 2, IRELAND",
VT-IFM,8007C9,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-232,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2026-08-31,2013-05-02,2013-04-10,,,M/S UNICORN LEASING LIMITED,
VT-IFN,8007CA,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-232,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2026-08-31,2013-09-04,2013-05-14,,,M/S UNICORN LEASING LIMITED,
VT-IFP,8007CC,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-232,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2026-08-31,2013-09-04,2013-07-01,,,M/S UNICORN LEASING LIMITED,
VT-IFQ,8007CD,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-232,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2026-08-31,2013-09-04,2013-07-03,,,M/S UNICORN LEASING LIMITED,
VT-IFR,8007CE,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-232,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2026-08-31,2013-09-04,2013-08-06,,,M/S UNICORN LEASING LIMITED,
VT-IFS,8007CF,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-232,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2026-08-31,2013-09-04,2013-08-29,,,M/S UNICORN LEASING LIMITED,
VT-IFV,8007DF,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-232,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2026-08-31,2013-12-05,2013-10-25,5829,2013,UNICORN LEASING LIMITED,UNICORN LEASING LIMITED
VT-IFZ,800AF1,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-232,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2026-08-31,2014-06-12,2014-02-04,5952,2014,M/S GOOD FLY LEASING LIMITED,M/S GOOD FLY LEASING LIMITED
VT-IIA,801455,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-IIB,80145C,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-IIC,800B50,IIC Technologies,IIC Technologies Limited,non-scheduled,#06/2015,2029-07-09,CESSNA CARAVAN 208B,C208,Cessna,Cessna 208 Grand Caravan,FW,9,9,passenger,ns-oper.pdf,2026-08-31,2015-09-01,2014-12-22,208B2008,2008,IIC TECHNOLOGIES LIMITED,-
VT-IID,80145D,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-IIE,80145E,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-IIF,801470,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-IIG,80145F,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-IIH,80148F,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-IIJ,80148E,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-IIK,80149A,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-IIL,80149C,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-IIM,801499,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-IIN,8014B0,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-IIO,8014AF,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-IIP,8014B2,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-IIQ,8014BD,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2022-01-20,10740,2022,CELESTIAL AVIATION TRADING 38 LIMITED,CELESTIAL AVIATION TRADING 38 LIMITED
VT-IIR,8014BC,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2022-01-25,10746,2022,GILEAD AVIATION IRELAND 1 LIMITED,GILEAD AVIATION IRELAND 1 LIMITED
VT-IIS,8014C0,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2022-02-17,10766,2022,EINN VOLANT AIRCRAFT LEASING IRELAND 1 LIMITED,EINN VOLANT AIRCRAFT LEASING IRELAND 1 LIMITED
VT-IIU,8014D3,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2022-05-19,10823,2022,GILEAD AVIATION IRELAND 1 LIMITED,GILEAD AVIATION IRELAND 1 LIMITED
VT-IIV,8014D6,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2022-05-10,10829,2022,CELESTIAL AVIATION TRADING 38 LIMITED,CELESTIAL AVIATION TRADING 38 LIMITED
VT-IIW,8014DC,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2022-05-13,10719,2022,GILEAD AVIATION IRELAND 1 LIMITED,GILEAD AVIATION IRELAND 1 LIMITED
VT-IIX,801506,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2022-09-30,10885,2022,CELESTIAL AVIATION TRADING 32 LIMITED,CELESTIAL AVIATION TRADING 32 LIMITED
VT-IIY,8014F7,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2022-09-01,10957,2022,GILEAD AVIATION IRELAND 2 LIMITED,GILEAD AVIATION IRELAND 2 LIMITED
VT-IIZ,8014FA,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-251N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2022-07-29,10986,2022,GILEAD AVIATION IRELAND 2 LIMITED,GILEAD AVIATION IRELAND 2 LIMITED
VT-IJI,800DAA,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2019-07-15,2019-07-01,9045,2019,"Sdh Wings Leasing 1 Limited Dublin 1, Ireland",Same As Owner
VT-IJN,8013D3,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2020-05-05,9094,2020,"CAVIC 1 DESIGNATED ACTIVITY COMPANY DUBLIN 1, IRELAND.",SAME AS OWNER
VT-IJQ,8013DA,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2020-05-29,9212,2020,"PEMBROKE AIRCRAFT LEASING 4 LIMITED DUBLIN 2, IRELAND,",SAME AS OWNER
VT-IJS,,Bativala M Bhagvati Flying Charters,Bativala M Bhagvati Flying Charters LLP,non-scheduled,#05/2023,2028-05-31,CESSNA R172K,C172,Cessna,Cessna 172,FW,3,3,passenger,ns-oper.pdf,2026-08-31,2025-09-30,,,,,
VT-IJT,80139D,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2019-10-30,9283,2019,"CAVIC 17 DESIGNATED ACTIVITY COMPANY 2 GRAND CANAL SQUARE, GRAND CANAL HARBOUR, DUBLIN 2, IRELAND",SAME AS OWNER
VT-IJV,8013B5,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2019-12-31,9391,2019,"BLUESKY 30 LEASING COMPANY LIMITED 2 GRAND CANAL SQUARE, GRAND CANAL HARBOUR, DUBLIN 2, IRELAND",SAME AS OWNER
VT-IJX,8013C8,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2020-03-05,9559,2020,"BLUESKY 30 LEASING COMPANY LIMITED DUBLIN2, IRELAND",SAME AS OWNER
VT-IJY,8013C9,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2020-03-06,9562,2020,"CAVIC 17 DESIGNATED ACTIVITY COMPANY DUBLIN 2, IRELAND",SAME AS OWNER
VT-IJZ,8013DC,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-271N,A20N,Airbus,Airbus A320neo,FW,186,186,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-IKK,8015B8,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-232,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2026-08-31,2024-06-10,2023-06-26,2804,2006,MASL IRELAND (22) LIMITED,MASL IRELAND (22) LIMITED
VT-IKP,8016D3,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-214,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-09-04,2968,2006,SAF LEASING II (AEO 2) LIMITED,SAME AS OWNER
VT-IKQ,801723,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-214,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-09-30,4013,2009,AVOLON LEASING IRELAND 1 LIMITED,SAME AS OWNER
VT-IKR,,Air Charters Services,Air Charters Services Pvt. Ltd.,non-scheduled,#15/2008,2029-05-14,AGUSTA A109S,A109,Leonardo,Leonardo AW109,RW,6,6,passenger,ns-oper.pdf,2026-08-31,2009-01-20,2010-08-25,,,,
VT-IKS,801725,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A320-214,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2026-08-31,2024-11-15,2024-11-01,4758,2011,AVOLON LEASING IRELAND 1 LIMITED,SAME AS OWNER
VT-IKT,801824,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2026-05-31,2025-10-10,12770,2025,PEGASUS JET LEASING 14 LIMITED,INTERGLOBE AVIATION FINANCIAL SERVICES IFSC PRIVATE LIMITED
VT-IKU,80182A,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2026-05-31,2025-10-29,12797,2025,AIRCASTLE (IRELAND) DAC,INTERGLOBE AVIATION FINANCIAL SERVICES IFSC PRIVATE LIMITED
VT-IKW,8014CF,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-211 (Freighter),A321,Airbus,Airbus A321,FW,,Cargo,cargo,sch-oper.pdf,2026-08-31,2023-01-31,2022-10-03,3267,2007,AS AIR LEASE 108 (IRELAND) LIMITED,AS AIR LEASE 108 (IRELAND) LIMITED
VT-IKX,8014F4,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-211 (Freighter),A321,Airbus,Airbus A321,FW,,Cargo,cargo,sch-oper.pdf,2026-08-31,2023-01-31,2022-12-19,3334,2007,AS AIR LEASE 108 (IRELAND) LIMITED,AS AIR LEASE 108 (IRELAND) LIMITED
VT-IKY,801611,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-211 (Freighter),A321,Airbus,Airbus A321,FW,,Cargo,cargo,sch-oper.pdf,2026-08-31,2024-06-10,2023-10-27,3930,2009,AERCAP IRELAND LIMITED,AERCAP IRELAND LIMITED
VT-ILB,801404,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2020-11-11,10190,2020,STEVEN MATTHEW TOWNEND,STEVEN MATTHEW TOWNEND
VT-ILC,801405,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2020-11-27,10109,2020,BOC AVIATION (IRELAND) LIMITED,BOC AVIATION (IRELAND) LIMITED
VT-ILD,80140B,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2021-02-18,10323,2021,SMBC AVIATION CAPITAL LIMITED,SMBC AVIATION CAPITAL LIMITED
VT-ILE,80142B,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2021-03-17,10585,2021,DAE 8 IRELAND LIMITED,DAE 8 IRELAND LIMITED
VT-ILF,80140C,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2021-03-10,10341,2021,SMBC AVIATION CAPITAL LIMITED,SMBC AVIATION CAPITAL LIMITED
VT-ILG,801422,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2021-03-03,10422,2021,SFV AIRCRAFT HOLDINGS IRE 3 DESIGNATED ACTIVITY COMPANY,SFV AIRCRAFT HOLDINGS IRE 3 DESIGNATED ACTIVITY COMPANY
VT-ILH,80141F,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2021-02-26,10354,2021,SMBC AVIATION CAPITAL LIMITED,SMBC AVIATION CAPITAL LIMITED
VT-ILI,801421,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2021-03-02,10296,2021,SFI AIRCRAFT HOLDINGS VI DESIGNATED ACTIVITY COMPANY,SFI AIRCRAFT HOLDINGS VI DESIGNATED ACTIVITY COMPANY
VT-ILJ,801411,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2020-12-29,10168,2020,BOC AVIATION (IRELAND) LIMITED,BOC AVIATION (IRELAND) LIMITED
VT-ILL,80142A,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2021-04-19,10438,2021,DAE 8 IRELAND LIMITED,DAE 8 IRELAND LIMITED
VT-ILM,801410,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2021-01-01,10240,2020,SMBC AVIATION CAPITAL LIMITED,SMBC AVIATION CAPITAL LIMITED
VT-ILN,80141C,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2021-02-23,10151,2021,SMBC AVIATION CAPITAL LIMITED,SMBC AVIATION CAPITAL LIMITED
VT-ILO,801427,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2021-04-01,10244,2021,DAE 9 IRELAND LIMITED,DAE 9 IRELAND LIMITED
VT-ILP,801442,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
VT-ILQ,801428,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2023-01-31,2021-04-06,10381,2021,SFV AIRCRAFT HOLDINGS IRE 4 DESIGNATED ACTIVITY COMPANY,SFV AIRCRAFT HOLDINGS IRE 4 DESIGNATED ACTIVITY COMPANY
VT-ILR,801445,IndiGo,Interglobe Aviation Ltd.,scheduled,S-19,2027-08-02,A321-252NX,A21N,Airbus,Airbus A321neo,FW,,,passenger,sch-oper.pdf,2026-08-31,2023-01-31,,,,,
