reg,hex,operator,operator_legal,category,permit_no,permit_valid_until,model,type_icao,type_manufacturer,type_name,wing,seats,seats_raw,role,source_file,source_as_on,first_seen,registered_on,msn,year_of_manufacture,owner,lessor
VT-TSQ,80153A,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,B787-9,B789,Boeing,Boeing 787-9,FW,299,299,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TVA,8013D6,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A321-251NX,A21N,Airbus,Airbus A321neo,FW,188,188,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TVB,8013ED,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A321-251NX,A21N,Airbus,Airbus A321neo,FW,188,188,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TVC,80143A,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A321-251NX,A21N,Airbus,Airbus A321neo,FW,188,188,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TVD,801464,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A321-251NX,A21N,Airbus,Airbus A321neo,FW,188,188,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TVE,8014DD,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A321-251NX,A21N,Airbus,Airbus A321neo,FW,188,188,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TVF,801552,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A321-251NX,A21N,Airbus,Airbus A321neo,FW,188,188,passenger,sch-oper.pdf,2024-06-10,2023-06-15,,,,,
VT-TVG,80155F,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A321-251NX,A21N,Airbus,Airbus A321neo,FW,188,188,passenger,sch-oper.pdf,2024-06-10,2023-06-15,,,,,
VT-TVH,801597,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A321-251NX,A21N,Airbus,Airbus A321neo,FW,188,188,passenger,sch-oper.pdf,2024-06-10,2023-06-15,,,,,
VT-TVI,8015C1,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A321-251NX,A21N,Airbus,Airbus A321neo,FW,188,188,passenger,sch-oper.pdf,2024-06-10,2023-06-15,,,,,
VT-TVJ,8015C5,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A321-251NX,A21N,Airbus,Airbus A321neo,FW,188,188,passenger,sch-oper.pdf,2024-06-10,2023-06-15,,,,,
VT-TYA,801420,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TYB,801441,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TYC,801493,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TYD,8014AE,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TYE,8014F3,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-TYF,80158B,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-06-15,,,,,
VT-TYG,801584,Vistara,Tata SIA Airlines Ltd.,scheduled,S-27,2024-12-14,A320-251N,A20N,Airbus,Airbus A320neo,FW,164,164,passenger,sch-oper.pdf,2024-06-10,2023-06-15,,,,,
VT-UDA,8014E9,Alliance Air,Alliance Air Aviation Ltd.,scheduled,S-8,2028-04-30,ATR42-500,AT46,ATR,ATR 42,FW,48,48,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-UDB,8014EA,Alliance Air,Alliance Air Aviation Ltd.,scheduled,S-8,2028-04-30,ATR42-500,AT46,ATR,ATR 42,FW,48,48,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-VKK,801555,GSEC Monarch & Deccan Charters,GSEC Monarch and Deccan Aviation Pvt. Ltd.,scheduled,SC-09,2025-06-23,Cessna Grand,C208,Cessna,Cessna 208 Grand Caravan,FW,9,9,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-VNS,8013CA,Air India Express,AIX Connect Pvt. Ltd.,scheduled,S-26,2029-05-06,A320-216,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-VTZ,800CE4,Air India Express,AIX Connect Pvt. Ltd.,scheduled,S-26,2029-05-06,A320-214,A320,Airbus,Airbus A320,FW,180,180,passenger,sch-oper.pdf,2024-06-10,2018-10-31,,,,,
VT-YAA,8014E6,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-YAB,8014F2,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-YAC,8014F8,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-YAD,8014FD,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-YAE,8014FE,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-YAF,801509,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-YAG,801524,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-YAH,801526,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-YAI,801508,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-YAJ,801539,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-YAK,801546,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-YAL,801547,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-YAM,801548,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-YAO,801549,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-YAP,80154A,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-YAQ,80155D,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-01-31,,,,,
VT-YAR,80157C,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-06-15,,,,,
VT-YAS,80157A,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-06-15,,,,,
VT-YAT,801587,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2023-06-15,,,,,
VT-YAU,80161E,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-YAV,8015AB,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8200,B38M,Boeing,Boeing 737-8-200,FW,197,197,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-YAW,80161D,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-YAX,801633,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-YBA,801632,Akasa Air,SNV Aviation Pvt. Ltd.,scheduled,S-33,2027-07-06,B737-8,B38M,Boeing,Boeing 737-8,FW,189,189,passenger,sch-oper.pdf,2024-06-10,2024-06-10,,,,,
VT-ZOC,,Zexus Air,Zexus Air Services Private Limited,scheduled,S-32,2024-09-13,CRJ-200ER,,Other,CRJ-200ER,FW,50,50,passenger,sch-oper.pdf,2024-06-10,2018-02-01,,,,,
VT-ZOD,,Zexus Air,Zexus Air Services Private Limited,scheduled,S-32,2024-09-13,CRJ-200ER,,Other,CRJ-200ER,FW,50,50,passenger,sch-oper.pdf,2024-06-10,2019-07-15,,,,,
